#ID  #HF #MP2 #CCSD(T)
 547 -0.28 -0.23 -0.22
 548 -1.66 -2.02 -1.89
 549 -0.17 0.02 -0.03
 551 -0.22 -0.06 -0.06
 552 0.27 0.27 0.26
 553 -0.41 -0.28 -0.34
 554 0.13 -0.02 0.02
 555 0.00 0.12 0.15
 556 0.90 0.60 0.66
 557 0.14 0.28 0.23
 558 -0.04 0.03 0.04
 559 0.22 0.15 0.14
 560 0.29 0.27 0.24
 561 -0.19 -0.09 -0.10
 562 0.25 0.31 0.28
 563 0.23 0.20 0.18
 565 0.07 -0.02 -0.02
 566 -0.67 -1.75 -1.53
 567 0.00 -0.11 -0.06
 568 -0.13 -0.72 -0.54
 569 0.55 0.55 0.60
 570 0.01 -0.51 -0.38
 571 0.73 0.69 0.64
 572 -0.09 0.05 0.04
 573 0.78 0.77 0.74
 575 -3.16 -2.03 -2.08
 576 1.24 0.64 0.96
 577 -1.26 -0.72 -0.77
 578 0.59 -0.45 -0.19
 579 1.94 0.83 0.89
 580 0.56 0.13 0.36
 582 -0.46 -0.39 -0.38
 584 0.20 0.29 0.27
 585 0.04 0.23 0.27
 586 -0.66 -1.20 -0.87
 587 0.66 0.38 0.43
 588 0.57 0.11 0.15
 590 -1.46 -1.26 -1.31
 591 -0.50 -0.30 -0.24
 592 -0.40 -0.55 -0.47
 593 -0.91 -1.06 -1.01
 594 -0.65 -1.05 -1.13
 595 -1.04 -0.49 -0.58
 596 -1.43 -1.94 -1.85
 599 0.68 0.38 0.45
 600 -0.26 -0.03 -0.02
 601 0.52 0.70 0.55
 602 -0.95 -1.11 -1.01
 603 -0.93 -0.70 -0.69
 604 0.06 -0.20 -0.16
 605 -0.36 -0.40 -0.32
 606 0.24 -0.44 -0.29
 607 -0.55 -0.37 -0.41
 608 -1.69 -1.66 -1.55
 609 -1.51 -2.01 -1.66
 610 -0.35 -0.39 -0.37
 611 -0.18 -0.24 -0.21
 612 -0.54 -0.54 -0.48
 614 -0.47 -0.22 -0.30
 615 -0.32 -0.41 -0.33
 616 -0.40 -0.35 -0.31
 617 0.80 0.66 0.67
 618 -0.65 -0.45 -0.49
 619 -0.34 -0.45 -0.45
 620 -1.04 -1.25 -1.22
 621 -0.27 -0.22 -0.21
 622 0.45 0.30 0.31
 624 -0.29 -0.17 -0.16
 625 -0.10 -0.16 -0.13
 626 0.35 0.56 0.49
 628 3.24 2.07 2.24
 629 0.10 -0.08 -0.01
 630 -1.13 -0.99 -0.96
 631 -0.35 -0.41 -0.37
 632 -0.25 -0.13 -0.16
 633 -0.56 -0.23 -0.24
 634 0.50 0.32 0.41
 635 0.34 0.30 0.34
 637 -0.46 -0.12 -0.23
 638 1.93 0.50 0.76
 639 0.90 0.42 0.56
 640 0.81 0.24 0.23
 641 -0.00 -0.35 -0.54
 642 -0.44 -0.79 -0.67
 643 -1.17 -0.55 -0.67
 644 0.17 0.18 0.17
 645 0.07 0.46 0.30
 647 -4.26 -3.55 -3.45
 648 0.40 0.38 0.37
 649 -1.21 -1.91 -1.59
 650 -0.39 -0.54 -0.58
 651 1.67 1.90 1.83
 653 -0.98 -1.03 -0.90
 654 0.76 0.64 0.63
 656 -1.50 -1.78 -1.57
 657 -0.30 -0.84 -0.54
 658 -3.42 -2.14 -2.21
 659 0.58 0.96 1.10
 660 -0.80 -0.83 -0.91
 661 -1.33 -0.99 -0.99
 662 -3.15 -3.35 -3.26
 663 1.24 1.16 1.03
 665 -2.35 -2.29 -2.22
 666 0.25 -0.21 0.05
 667 -0.62 -0.22 -0.27
 668 -1.81 -1.46 -1.53
 669 0.37 0.42 0.45
 670 -0.04 0.18 0.10
 671 -1.01 -0.69 -0.79
 673 -0.12 0.16 0.03
 674 -0.17 0.23 0.17
 675 -0.89 -0.84 -0.75
 676 -0.44 -0.26 -0.33
 677 -2.04 -1.16 -1.25
 680 1.38 1.19 1.28
 681 0.20 0.68 0.56
 682 0.30 0.87 0.70
 684 -1.75 -1.43 -1.43
 685 -0.11 0.03 -0.01
 686 -1.39 -1.29 -1.26
 687 0.74 0.67 0.66
 688 0.07 0.03 0.01
 689 0.24 0.64 0.72
 690 0.59 0.73 0.74
 691 -0.65 -0.65 -0.76
 692 -1.26 -0.25 -0.42
 693 -0.91 -1.44 -1.27
 694 -0.35 -0.03 -0.15
 695 -1.10 -0.93 -0.96
 696 0.73 0.81 0.75
 697 0.05 0.16 0.12
 698 -1.09 -0.53 -0.64
 700 -0.24 -0.19 -0.25
 701 0.49 0.30 0.23
 702 -0.07 0.27 0.23
 703 0.04 0.71 0.49
 704 -0.35 0.02 0.04
 705 -1.06 -0.62 -0.60
 706 1.35 1.15 1.24
 708 0.80 0.92 0.85
 710 1.17 0.96 0.94
 711 0.29 0.48 0.51
 712 -0.92 -1.09 -0.98
 713 0.03 -0.61 -0.43
 714 0.81 0.69 0.82
 715 -0.75 -0.74 -0.68
 716 -0.39 -0.21 -0.24
 717 -2.21 -1.40 -1.54
 718 -0.94 -0.42 -0.58
 719 -0.23 -0.39 -0.45
 720 -0.98 -0.51 -0.62
 721 -1.47 -1.15 -1.17
 722 -0.11 -0.36 -0.30
 723 1.31 1.02 1.08
 724 -0.37 -0.31 -0.23
 725 0.36 0.40 0.37
 726 -0.19 -0.05 -0.08
 727 0.55 0.57 0.54
 728 -0.41 -0.35 -0.38
 729 -0.31 -0.26 -0.28
 730 0.35 0.27 0.24
 731 0.43 0.96 0.68
 732 0.10 0.17 0.15
 734 1.79 1.46 1.59
 735 -0.22 -0.11 -0.06
 736 -0.19 -0.16 -0.19
 737 -0.37 -0.36 -0.36
 738 0.12 0.33 0.26
 739 1.49 1.53 1.39
 740 -0.07 -0.11 -0.09
 741 0.92 0.25 0.43
 743 -1.27 -1.25 -1.25
 744 1.10 0.40 0.68
 746 0.70 0.68 0.65
 747 -0.25 -0.32 -0.29
 748 -0.63 -0.69 -0.65
 749 -0.36 -0.78 -0.63
 750 -0.55 -0.64 -0.54
 751 0.05 -0.11 0.00
 752 0.11 0.12 0.13
 753 -0.57 -0.34 -0.34
 754 0.32 0.15 0.21
 755 0.99 0.89 0.89
 756 0.36 0.39 0.36
 757 0.27 0.33 0.24
 758 1.29 1.01 0.92
 759 0.04 0.07 0.05
 760 0.07 -0.13 -0.12
 761 -0.32 -0.17 -0.27
 762 1.22 1.17 1.13
 763 -0.25 -0.22 -0.12
 765 -0.44 -0.58 -0.50
 766 0.53 0.48 0.49
 767 -0.06 0.13 0.09
 768 0.26 0.42 0.38
 769 -0.13 -0.26 -0.19
 771 -0.09 -0.12 -0.10
 772 0.17 0.15 0.17
 773 -0.47 -0.67 -0.62
 774 -0.03 -0.09 -0.06
 775 -0.58 -0.73 -0.61
 776 -0.43 -0.37 -0.35
 777 1.56 1.06 0.94
 779 1.84 1.34 1.35
 780 -0.07 -0.10 -0.09
 781 1.71 1.17 1.20
 782 -0.13 -0.21 -0.23
 783 0.91 1.01 0.79
 784 -0.15 0.04 -0.02
 785 -0.15 0.45 0.39
 786 -0.23 0.21 0.06
 787 0.56 0.18 0.25
 788 -0.98 -0.93 -0.86
 789 0.55 0.33 0.36
 791 -0.32 -0.27 -0.30
 792 -0.38 -0.72 -0.62
 793 0.60 0.30 0.40
 794 2.09 1.33 1.58
 795 0.00 0.02 0.01
 796 0.45 0.40 0.46
 797 0.43 0.40 0.44
 798 0.17 0.13 0.14
 799 0.10 0.11 0.08
 800 0.27 -0.49 -0.35
 801 -0.84 -0.92 -0.75
 803 -0.79 -0.59 -0.48
 804 -1.08 -1.18 -1.13
 806 -1.23 -0.63 -0.81
 807 -0.03 -0.49 -0.36
 808 0.69 0.22 0.31
 809 -0.01 -0.32 -0.25
 811 0.95 0.88 0.83
 812 -0.59 -0.39 -0.31
 813 -0.85 -0.33 -0.44
 814 0.01 0.62 0.53
 815 0.06 0.14 0.07
 816 0.45 0.46 0.43
 817 -0.12 0.11 0.05
 818 0.37 0.37 0.35
 819 -0.66 -0.30 -0.43
 821 -0.25 -0.66 -0.53
 822 -1.25 -0.63 -0.61
 823 0.03 0.25 0.20
 824 -0.63 -0.62 -0.58
 825 -0.22 -0.26 -0.29
 826 0.60 0.61 0.67
 827 -1.14 -0.95 -0.97
 829 0.31 0.19 0.29
 830 0.35 0.35 0.38
 831 0.50 0.30 0.35
 833 0.82 1.02 0.99
 834 0.12 0.20 0.14
 835 -0.04 -0.42 -0.31
 836 -0.11 0.23 0.17
 837 -0.19 -0.89 -0.55
 838 -2.90 -2.41 -2.35
 839 0.74 0.42 0.48
 840 0.63 1.27 1.12
 841 0.40 0.53 0.49
 843 0.17 0.73 0.60
 844 0.57 0.11 0.17
 845 0.57 -0.01 0.04
 846 -1.07 -0.21 -0.33
 847 0.25 0.37 0.36
 848 -0.24 -0.24 -0.31
 849 -1.35 -0.90 -0.94
 850 -1.31 -1.11 -1.09
 851 0.83 0.65 0.67
 852 -0.70 -0.75 -0.73
 853 0.64 0.36 0.37
 854 -0.91 -0.63 -0.64
 855 0.11 0.26 0.28
 856 0.21 -0.17 0.02
 857 -0.20 -0.23 -0.13
 858 0.21 0.59 0.41
 859 -0.32 0.26 0.14
 860 -0.71 -0.15 -0.30
 861 -0.39 -0.14 -0.19
 862 0.60 0.52 0.52
 864 -0.10 -0.11 -0.09
 865 -0.40 -0.40 -0.43
 866 1.01 1.15 1.07
 867 -0.44 -0.51 -0.45
 869 0.39 -0.05 -0.07
 870 0.20 0.28 0.24
 871 0.76 0.82 0.75
 872 -0.91 -0.96 -0.96
 873 -0.30 -0.14 -0.20
 874 0.36 0.40 0.32
 875 -0.48 -0.47 -0.48
 876 -1.27 -1.37 -1.38
 877 -0.05 -0.27 -0.26
 878 -0.24 -0.36 -0.36
 879 0.45 -0.07 -0.01
 880 -1.48 -1.88 -1.55
 881 -0.91 -0.76 -0.86
 882 0.82 0.10 0.32
 883 -0.40 -0.62 -0.49
 885 -4.13 -1.88 -2.47
 886 0.18 0.29 0.19
 887 0.85 0.52 0.51
 888 0.24 0.15 0.21
 890 -5.66 -3.12 -3.63
 891 0.12 0.10 0.03
 892 -0.00 -0.00 0.07
 893 2.63 2.18 2.37
 894 -0.63 -0.57 -0.58
 895 0.65 0.42 0.27
 896 -0.32 -0.27 -0.24
 897 -0.76 -0.75 -0.69
 899 0.60 1.46 1.15
 900 -0.61 -1.09 -0.91
 901 -2.24 -2.14 -1.95
 902 -0.02 0.18 0.21
 903 -2.81 -2.90 -2.74
 904 -0.33 -0.19 -0.22
 905 -0.13 0.39 0.22
 906 -0.08 0.13 0.04
 907 -0.92 -1.29 -1.17
 908 -0.73 -0.56 -0.60
 909 0.06 0.16 0.16
 910 -0.80 -0.60 -0.60
 911 -0.17 -0.61 -0.56
 912 0.47 0.49 0.45
 913 1.00 0.47 0.41
 914 -0.06 0.02 -0.05
 915 -2.47 -2.06 -2.09
 917 -0.30 -0.20 -0.20
 918 0.17 0.13 0.12
 919 0.37 0.16 0.21
 920 0.13 0.20 0.10
 921 -2.17 -1.12 -1.42
 922 -0.62 -0.47 -0.43
 923 0.20 0.36 0.26
 924 1.06 0.53 0.61
 925 0.15 0.72 0.64
 926 -0.08 -0.26 -0.20
 927 -0.28 -0.03 0.00
 928 0.45 0.43 0.42
 930 0.16 0.35 0.26
 931 -0.70 -0.76 -0.75
 932 -0.16 -0.08 -0.06
 933 0.76 0.51 0.58
 934 -0.29 -0.22 -0.21
 935 -0.12 -0.07 -0.05
 937 -1.38 -0.66 -0.86
 938 -2.14 -0.64 -1.16
 939 -0.93 -0.97 -0.98
 940 -0.91 0.05 -0.09
 941 0.57 0.46 0.47
 942 0.90 0.74 0.71
 943 0.29 0.55 0.50
 944 0.96 1.14 1.00
 945 0.53 0.63 0.62
 946 -0.59 -0.22 -0.22
 947 -0.07 0.04 0.07
 948 -0.20 0.11 0.13
 949 0.91 0.44 0.38
 951 0.64 1.06 1.01
 952 -0.51 -0.46 -0.41
 953 1.87 2.18 2.03
 954 0.41 0.22 0.22
 955 0.44 0.25 0.22
 956 -0.68 -0.44 -0.56
 957 0.26 0.19 0.36
 958 1.57 1.73 1.38
 959 -0.63 -0.19 -0.36
 960 0.66 1.19 1.00
 961 0.52 0.50 0.48
 962 0.49 0.29 0.29
 963 0.64 1.27 1.17
 964 1.99 1.49 1.55
 965 -0.63 -0.35 -0.42
 967 0.46 0.10 0.29
 968 -0.18 -0.73 -0.46
 969 0.58 0.69 0.67
 970 -0.15 -0.21 -0.20
 971 -1.02 -1.02 -0.94
 972 1.17 1.15 1.12
 974 -0.13 0.97 0.65
 975 -0.45 -0.66 -0.74
 976 0.59 1.39 1.00
 977 1.64 1.75 1.53
 978 -0.69 -0.08 -0.11
 979 0.00 0.16 0.33
 980 1.79 1.74 1.75
 981 0.98 0.96 1.01
 982 -0.14 0.08 0.13
 983 -1.66 -1.29 -1.39
 984 -0.81 -0.23 -0.33
 985 -0.79 -1.09 -1.02
 986 1.63 1.08 1.20
 987 0.94 0.65 0.78
 988 0.15 -0.12 -0.05
 989 0.33 0.43 0.44
 991 0.94 0.67 0.79
 992 -1.59 -1.08 -1.07
 993 -0.23 0.65 0.42
 994 -0.01 0.05 0.05
 995 -0.55 -1.58 -1.17
 996 -0.38 -0.26 -0.23
 997 -0.32 -0.36 -0.34
 998 -0.08 -0.16 0.09
1000 -2.11 -1.80 -1.71
1001 1.14 1.05 1.03
1002 0.83 -0.04 0.19
1003 -1.99 -2.42 -2.24
1004 0.03 0.17 0.15
1005 -0.22 -0.32 -0.29
1006 -0.65 -0.42 -0.45
1007 -0.14 0.23 0.22
1009 0.33 0.22 0.32
1010 -0.43 0.01 -0.03
1011 -0.12 0.23 0.14
1012 0.26 0.27 0.36
1013 -0.28 -0.30 -0.27
1014 -0.27 -0.07 -0.13
1015 -0.32 -0.47 -0.43
1016 0.59 0.60 0.52
1017 0.20 0.43 0.19
1018 0.95 1.28 1.10
1019 -1.29 -1.24 -1.22
1020 0.42 0.22 0.21
1021 0.66 0.38 0.41
1022 -1.14 -1.08 -0.98
1023 -0.43 -0.58 -0.42
1024 -0.25 -0.60 -0.53
1025 -0.03 0.10 0.11
1027 0.26 0.31 0.27
1029 -0.71 -0.52 -0.47
1030 -0.11 0.24 0.10
1031 -0.43 -0.13 -0.15
1032 0.67 -0.16 0.09
1033 0.94 0.95 0.97
1034 -0.63 -0.34 -0.37
1035 -2.13 -1.75 -1.67
1036 0.29 0.32 0.31
1037 -2.70 -2.44 -2.48
1038 0.85 1.00 1.02
1039 -0.42 -0.35 -0.24
1040 -0.08 0.02 0.00
1041 -0.29 -0.47 -0.47
1043 -1.35 -1.26 -1.27
1044 -1.77 -1.66 -1.61
1045 -0.65 -0.52 -0.57
1046 -0.77 -1.19 -1.06
1047 -1.11 -1.11 -0.97
1048 -1.08 -0.67 -0.67
1050 -0.14 -0.04 -0.05
1051 0.38 0.37 0.48
1053 2.46 1.04 1.27
1054 -2.26 -2.14 -2.03
1055 0.46 0.50 0.44
1056 -1.10 -1.15 -1.14
1057 0.17 0.27 0.25
1058 -0.33 -0.05 -0.12
1059 0.87 1.02 0.82
1062 -0.12 -0.05 -0.07
1063 -0.68 -0.36 -0.44
1064 -0.97 -0.83 -0.90
1065 0.66 0.41 0.44
1066 -0.85 -0.76 -0.81
1067 -0.14 0.29 0.17
1068 -0.10 0.22 0.12
1069 0.40 0.54 0.50
1070 0.04 -0.49 -0.29
1071 0.45 0.52 0.35
1072 -0.42 -0.26 -0.30
1073 2.14 2.52 2.41
1074 -0.87 -0.77 -0.81
1075 -0.57 -0.57 -0.57
1076 0.22 0.05 0.10
1078 -0.46 -0.24 -0.29
1080 -0.80 -0.86 -0.88
1081 0.41 0.58 0.40
1082 -0.19 -0.43 -0.34
1083 1.31 0.83 0.86
1084 -0.27 -0.27 -0.36
1085 -0.53 -0.68 -0.64
1086 -3.15 -3.48 -3.32
1087 -0.69 -0.66 -0.64
1089 0.06 0.21 0.22
1090 0.40 0.76 0.54
1091 0.39 -0.06 -0.01
1092 -0.36 -0.67 -0.48
1093 0.14 0.09 0.11
1094 0.80 0.68 0.68
1095 -2.17 -1.71 -1.64
1096 3.64 3.48 3.34
1097 -0.66 -0.48 -0.47
1098 -0.26 -0.05 -0.08
1099 -0.60 -0.67 -0.64
1100 -0.69 -0.53 -0.61
1101 -0.83 -1.23 -1.14
1103 0.80 0.57 0.62
1106 0.53 0.43 0.45
1107 -0.81 -0.71 -0.70
1108 0.57 0.61 0.61
1109 -0.23 -0.37 -0.30
1110 0.44 0.02 0.07
1111 0.33 0.13 0.33
1112 0.11 0.00 0.01
1113 0.06 0.22 0.16
1114 -0.71 -0.78 -0.82
1115 -1.81 -2.03 -1.81
1116 -2.66 -2.64 -2.51
1117 1.09 0.58 0.58
1118 -0.52 -0.63 -0.62
1120 0.18 0.23 0.26
1121 -0.27 0.20 0.14
1122 -0.29 -0.15 -0.39
1124 1.39 -0.45 0.40
1125 0.26 0.35 0.37
1126 -1.88 -0.99 -1.12
1128 0.19 -0.22 -0.10
1129 -0.43 0.11 -0.05
1130 -1.19 -0.47 -0.58
1131 0.09 0.23 0.23
1132 0.91 0.78 0.74
1133 -3.91 -2.66 -2.82
1134 -1.63 -0.83 -0.99
1135 -2.00 -1.15 -1.24
1136 1.35 0.79 0.85
1138 0.36 0.24 0.30
1139 -0.00 -0.30 -0.20
1140 0.21 0.31 0.26
1141 0.38 0.16 0.36
1142 1.06 0.76 0.84
1144 0.22 0.07 0.07
1145 -2.40 -2.17 -2.05
1146 -0.17 -0.25 -0.23
1147 -0.51 -0.55 -0.49
1148 -0.70 -0.88 -0.72
1149 0.01 0.02 -0.01
1150 0.04 0.02 0.06
1152 -0.01 0.49 0.44
1153 1.11 1.39 1.27
1154 0.34 0.32 0.25
1156 1.38 2.07 1.76
1157 0.11 0.62 0.51
1158 1.54 1.48 1.44
1159 0.07 0.16 0.13
1161 -0.31 0.00 -0.10
1162 0.18 0.20 0.11
1163 -0.56 0.35 -0.04
1165 1.78 1.96 1.90
1166 -0.21 0.54 0.21
1167 -0.20 -1.06 -0.64
1168 -0.47 0.07 -0.03
1169 0.36 -0.35 -0.06
1171 -1.79 -1.29 -1.17
1174 -0.03 0.10 0.11
1177 -0.78 -1.07 -0.95
1178 1.12 0.81 0.91
1179 0.18 0.08 0.13
1180 -0.81 -0.49 -0.78
1181 -2.06 -1.36 -1.66
1182 0.76 0.25 0.40
1184 0.59 0.48 0.51
1187 -1.19 -1.26 -1.22
1188 0.90 1.00 0.97
1189 2.11 1.28 1.53
1190 -1.93 -1.52 -1.69
1191 0.21 0.07 0.08
1192 0.18 -0.03 0.05
1195 0.51 0.33 0.36
1196 -0.24 -0.38 -0.31
1197 -2.72 -2.80 -2.60
1200 0.31 0.17 0.24
1202 0.54 0.45 0.51
1203 0.18 -0.09 0.01
1204 1.14 1.15 1.18
1205 -0.65 -0.51 -0.52
1206 -0.19 -0.43 -0.34
1207 0.42 -0.06 0.05
1208 -0.30 -0.34 -0.28
1209 0.35 0.33 0.35
1210 0.40 -0.03 0.12
1211 -0.72 -0.66 -0.61
1212 -0.92 -0.98 -0.86
1213 0.69 0.01 0.16
1214 0.32 0.16 0.16
1215 0.22 0.23 0.23
1216 -0.29 -0.17 -0.15
1217 0.10 -0.29 -0.06
1218 0.77 0.61 0.73
1219 0.10 0.20 0.18
1220 1.07 0.49 0.61
1221 -0.14 -0.28 -0.23
1222 -0.06 0.04 -0.03
1223 0.53 0.08 0.19
1224 -0.48 -0.60 -0.60
1227 0.01 0.02 0.01
1228 -1.64 -0.55 -0.97
1229 0.44 1.79 1.38
1230 1.07 0.96 1.07
1231 -0.97 -1.05 -1.14
1232 -0.99 -1.00 -0.96
1233 -0.16 -0.76 -0.54
1234 -0.24 -0.55 -0.38
1235 4.99 3.49 3.67
1237 -0.86 -0.23 -0.19
1238 -1.43 -0.70 -0.72
1239 -0.04 0.18 0.11
1240 -0.13 -0.61 -0.39
1241 0.84 0.74 0.77
1242 -2.00 -2.47 -2.05
1244 0.01 -0.30 -0.18
1245 -0.02 -0.05 -0.02
1246 -0.20 0.01 0.01
1247 0.88 0.88 0.77
1248 -1.11 -0.89 -0.76
1249 1.10 1.27 1.18
1250 -0.29 -0.19 -0.19
1251 -0.65 -0.90 -0.85
1252 -1.38 -1.44 -1.46
1253 0.61 0.50 0.52
1254 -0.56 -0.33 -0.43
1255 -0.60 -0.84 -0.74
1256 -1.51 -1.56 -1.49
1257 0.45 0.30 0.30
1258 0.49 0.46 0.42
1259 -1.19 -1.01 -1.07
1260 -2.40 -2.36 -2.10
1261 -0.17 -0.20 -0.15
1262 0.57 0.35 0.43
1263 1.03 0.75 1.11
1264 0.32 0.33 0.59
1265 1.60 0.98 1.10
1266 -0.12 0.19 0.21
1268 -0.49 -0.25 -0.27
1269 1.40 0.97 1.11
1270 0.91 0.64 0.77
1271 0.63 0.37 0.52
1272 -0.51 -0.52 -0.50
1273 1.19 0.99 1.05
1276 -1.33 -1.59 -1.27
1277 -0.14 0.01 0.23
1278 -0.96 -1.06 -0.87
1279 0.12 0.21 0.17
1280 0.01 0.19 0.11
1282 -0.13 0.26 0.13
1283 -1.23 -0.54 -0.63
1284 -1.44 -0.52 -0.69
1285 -0.73 -0.51 -0.63
1286 -0.53 -0.18 -0.35
1287 -0.98 -0.78 -0.88
1289 -1.07 -0.72 -0.76
1290 -0.78 -0.57 -0.50
1292 -0.65 -0.61 -0.62
1293 -1.87 -1.71 -1.66
1294 2.50 1.87 2.06
1295 0.21 -0.03 0.00
1296 -0.88 -0.50 -0.47
1297 -0.06 -0.48 -0.36
1298 0.37 0.36 0.40
1299 -0.54 -0.69 -0.67
1300 1.07 0.96 0.94
1301 0.05 -0.26 -0.17
1302 0.13 0.27 0.21
1303 0.45 0.47 0.47
1304 -0.38 -0.30 -0.31
1305 0.73 0.54 0.52
1306 -1.96 -1.54 -1.57
1307 0.23 0.05 0.02
1308 -1.22 -1.13 -1.20
1309 -1.01 -0.87 -0.86
1310 -0.89 -0.78 -0.79
1311 -1.85 -1.83 -1.87
1312 0.16 0.00 0.05
1313 -1.60 -1.47 -1.36
1314 -1.16 -1.20 -0.93
1315 -0.62 -0.16 -0.25
1316 0.19 -0.24 -0.06
1317 -0.75 -1.17 -1.11
1318 -1.68 -1.86 -1.84
1319 -0.66 -0.61 -0.55
1320 -2.87 -2.62 -2.49
1321 -1.50 -1.36 -1.22
1323 -0.42 -0.95 -0.78
1324 -0.64 -0.77 -0.76
1325 0.43 0.11 0.21
1326 -0.84 -1.21 -1.19
1327 1.15 0.63 0.77
1328 -0.37 -0.15 -0.25
1330 -0.40 -0.35 -0.39
1332 -0.51 -0.42 -0.34
1333 0.94 0.65 0.78
1334 -0.07 -0.15 -0.08
1335 -0.08 -0.04 -0.01
1336 0.02 0.11 0.05
1337 -1.01 -0.99 -0.91
1338 -0.52 -0.39 -0.35
1339 -0.64 -0.66 -0.60
1341 0.16 0.08 0.06
1342 0.25 0.06 0.11
1344 0.84 0.73 0.71
1345 0.95 0.42 0.62
1346 -0.29 -0.31 -0.31
1347 -0.18 -0.17 -0.16
1349 0.29 0.29 0.16
1350 -0.09 -0.04 -0.07
1351 -0.20 -0.20 -0.16
1352 0.41 0.33 0.35
1353 0.25 0.04 0.10
1354 -1.80 -1.35 -1.44
1356 0.34 0.34 0.31
1358 0.54 0.26 0.36
1359 -0.10 -0.19 -0.23
1360 -0.94 -0.81 -0.71
1362 -0.34 -0.26 -0.18
1363 -1.03 -0.33 -0.65
1364 -1.04 -0.00 -0.35
1365 -0.99 -0.32 -0.51
1366 -1.35 -0.97 -0.94
1367 0.15 0.22 0.18
1368 -0.05 -0.07 -0.07
1370 -0.59 -0.59 -0.56
1371 -0.67 -0.48 -0.51
1372 -0.62 -0.37 -0.45
1373 -0.48 -0.59 -0.55
1374 -0.56 -0.64 -0.56
1375 -1.58 -0.43 -0.65
1377 -1.41 -1.00 -0.99
1378 -0.37 -0.51 -0.33
1379 -0.50 -0.07 -0.20
1380 -0.02 0.25 0.18
1381 0.27 0.01 0.09
1382 2.18 1.73 1.74
1383 0.32 0.46 0.46
1385 0.03 0.39 0.32
1386 -1.87 -1.31 -1.33
1387 -1.13 -0.92 -0.92
1389 -0.76 -0.91 -0.78
1391 -0.45 -0.48 -0.42
1392 0.34 0.44 0.39
1393 -0.60 -0.49 -0.54
1394 -0.59 -0.21 -0.33
1396 -0.40 -0.47 -0.31
1398 0.09 0.08 0.08
1399 -0.08 -0.13 -0.09
1400 -0.02 -0.12 -0.09
1401 -0.35 -0.19 -0.20
1402 -0.50 -0.61 -0.57
1403 -0.52 -0.57 -0.55
1404 0.17 -0.00 0.07
1405 -1.06 -1.06 -0.97
1406 0.46 0.29 0.25
1408 1.78 1.31 1.20
1410 0.09 0.12 0.03
1411 0.15 -0.08 -0.05
1412 -0.68 -0.89 -0.82
1413 -0.58 -0.73 -0.68
1414 -0.67 -0.41 -0.37
1415 -0.76 -0.47 -0.45
1416 -1.42 -1.04 -1.04
1417 -0.34 -0.19 -0.20
1418 0.41 0.25 0.15
1419 -3.40 -2.44 -2.45
1420 -0.22 0.06 0.05
1421 -0.04 0.26 0.22
1423 -0.90 -0.61 -0.65
1424 -0.84 -0.57 -0.79
1425 -0.47 -0.06 -0.26
1428 -1.04 -0.36 -0.58
1429 -0.33 -0.29 -0.33
1430 0.45 0.31 0.28
1432 1.40 0.82 0.99
1433 -0.21 -0.15 -0.23
1435 -0.73 -0.60 -0.61
1436 0.22 0.07 0.12
1438 0.18 -0.08 -0.01
1439 -0.38 -0.57 -0.48
1440 -0.86 -0.77 -0.72
1441 0.35 0.48 0.32
1442 -0.33 -0.29 -0.30
1443 0.01 -0.15 -0.13
1444 -0.75 -0.63 -0.68
1445 -0.24 -0.11 -0.05
1446 0.25 0.21 0.21
1447 0.00 -0.12 -0.02
1448 -1.36 -1.13 -0.97
1449 0.15 0.09 0.14
1450 -1.89 -1.41 -1.43
1451 0.71 0.78 0.74
1452 0.03 0.23 0.13
1453 -0.52 -0.25 -0.31
1454 1.15 1.15 1.02
1455 1.41 2.41 1.66
1456 -0.12 -0.09 -0.09
1457 0.09 0.20 0.15
1458 -0.68 -0.26 -0.29
1459 -0.03 -0.33 -0.29
1460 0.05 -0.17 -0.12
1461 0.21 0.17 0.14
1462 0.66 0.57 0.50
1463 -0.02 0.07 0.06
1464 0.48 0.34 0.31
1465 -0.19 -0.18 -0.20
1466 0.08 -0.21 -0.15
1467 0.11 0.07 0.09
1468 0.36 0.31 0.29
1469 -0.97 -0.62 -0.64
1470 0.67 0.43 0.54
1472 0.92 0.97 0.82
1473 0.17 0.11 0.12
1474 -0.26 -0.12 -0.20
1475 -0.63 -0.17 -0.30
1476 0.15 0.35 0.34
1477 0.05 0.22 0.21
1478 -0.91 -0.41 -0.57
1479 -0.91 -0.41 -0.56
1480 0.20 0.21 0.22
1481 -0.27 -0.30 -0.24
1483 -0.87 -0.82 -0.88
1484 -0.38 -0.05 -0.21
1486 0.74 0.50 0.49
1487 0.35 0.33 0.32
1488 -0.10 -0.10 -0.13
1489 -0.04 0.08 0.10
1490 -1.00 -0.53 -0.65
1491 1.11 1.00 1.01
1492 -0.04 0.04 0.04
1493 0.03 0.22 0.19
1494 -0.00 -0.16 -0.09
1495 0.41 0.14 0.20
1496 -0.28 -0.52 -0.45
1497 0.92 0.81 0.74
1498 -0.51 -0.47 -0.45
1499 -1.31 -0.84 -0.82
1500 -0.14 -0.14 -0.15
1501 -0.72 -0.61 -0.66
1502 0.46 0.27 0.28
1503 -0.76 -0.68 -0.64
1504 0.47 0.29 0.30
1505 0.91 0.60 0.72
1506 -0.70 -0.68 -0.65
1507 0.11 0.14 0.12
1508 -0.07 0.01 0.01
1509 -0.09 0.03 0.03
