#ID  HF   MP2  CCSD(T)
6460 0.33 0.40 0.37
3752 0.06 -0.27 -0.29
6670 3.44 3.18 3.20
 177 -0.92 -0.44 -0.51
1387 -0.47 -0.18 -0.25
6708 -0.08 0.11 0.06
4426 -0.40 -0.39 -0.35
 289 -0.60 -0.43 -0.43
6356 0.30 -0.26 -0.23
4731 -1.04 -0.49 -0.47
6768 0.83 0.63 0.63
6551 0.42 0.34 0.25
7136 0.55 1.14 0.83
2737 -0.27 -0.55 -0.51
 544 0.28 0.40 0.37
6482 -0.30 -0.20 -0.26
2933 -3.37 -3.45 -3.24
7097 6.22 2.08 2.84
1724 2.09 1.59 1.34
6089 0.91 0.49 0.31
3998 0.05 -0.03 0.02
 100 -0.50 -0.43 -0.43
6958 1.64 2.76 2.02
3584 0.03 -0.03 0.03
3560 0.01 0.64 0.55
4393 -1.09 -1.12 -1.03
2617 1.49 1.14 0.98
2026 -1.29 -1.08 -1.12
 893 2.58 2.23 2.45
5040 1.39 0.83 0.83
3258 0.98 1.66 1.56
5610 0.20 -0.27 -0.20
2472 0.58 0.44 0.42
6299 -0.83 -0.56 -0.59
4861 -2.21 -1.80 -1.98
2602 -0.68 -0.76 -0.75
2243 0.38 0.22 0.24
6383 0.98 0.78 0.84
4400 -1.86 -1.42 -1.42
2830 1.04 0.71 0.75
4135 -0.06 0.07 0.01
1595 0.15 -0.44 -0.08
1512 -0.13 -0.11 -0.17
1202 1.10 0.96 1.04
5149 -0.20 0.05 -0.05
 601 0.83 1.12 0.95
6601 -7.16 -7.00 -6.95
6386 -0.74 -0.96 -0.77
5488 -0.82 -0.64 -0.68
 757 -0.01 0.21 0.10
1144 0.63 0.33 0.34
2785 -1.48 -1.37 -1.38
2106 -0.01 0.22 0.15
4584 -0.72 -1.47 -1.39
 850 -0.64 -0.20 -0.27
1891 -1.30 -0.88 -0.91
1764 1.49 1.09 1.09
6619 0.50 0.50 0.43
6924 3.53 3.42 3.32
2206 0.38 0.40 0.36
3917 -1.18 -0.31 -0.38
7027 -2.33 -1.94 -1.83
3288 -0.90 -0.74 -0.72
1084 -0.04 -0.16 -0.18
5241 0.13 0.05 0.16
 654 0.10 0.01 0.06
5597 -0.69 -0.53 -0.49
5607 -1.82 -1.91 -1.87
 367 -0.26 0.28 0.17
2301 -0.25 -0.43 -0.38
5895 -2.37 -1.42 -1.19
5091 -0.54 -0.42 -0.54
6940 -4.07 -2.98 -2.96
3045 0.56 0.15 0.24
 105 -0.16 -0.14 -0.13
1436 0.06 -0.07 -0.04
1997 -0.86 -0.66 -0.72
 595 -1.06 -0.53 -0.53
3724 0.31 -0.13 -0.01
1923 0.15 0.30 0.24
6220 0.92 1.08 1.06
1347 -0.12 -0.05 -0.09
5632 -1.64 -1.42 -1.34
 725 -0.05 0.16 0.12
3025 -1.48 -1.42 -1.25
6851 -2.28 -1.31 -1.50
2788 -3.96 -2.34 -2.29
3856 -0.80 -0.79 -0.80
6900 -2.59 -3.31 -3.07
6431 2.23 2.12 2.27
6225 -2.81 -2.23 -2.47
5396 -2.11 -0.95 -1.26
5229 0.55 0.30 0.29
3805 0.14 0.48 0.29
5824 -1.61 -1.19 -1.15
2088 0.48 0.50 0.44
3515 -1.02 -0.87 -0.84
6288 1.59 1.77 1.72
3813 -1.42 -1.55 -1.30
3458 0.28 0.42 0.39
2905 -1.14 -0.94 -0.92
2427 -0.49 -0.56 -0.50
5925 -0.69 -0.88 -0.83
1772 -0.13 -0.06 -0.09
1707 1.92 2.02 1.94
1167 -0.82 -1.65 -1.26
3386 -2.16 -1.88 -1.95
2810 1.49 1.01 1.08
1249 1.76 1.65 1.60
 319 -0.38 -0.15 -0.21
2655 0.24 0.16 0.15
6863 0.44 -0.40 0.01
 223 1.35 1.22 1.28
6036 1.13 1.48 1.25
5063 0.32 0.26 0.27
7135 -0.06 -1.54 -1.01
 803 -0.53 -0.42 -0.37
3048 -2.03 -1.65 -1.61
1360 -0.03 -0.13 -0.05
4899 3.08 2.63 2.62
2761 0.73 0.62 0.75
4582 4.80 3.37 3.29
3534 -1.05 -0.08 -0.44
3036 0.76 1.24 1.09
4930 -0.02 -0.25 -0.24
6164 4.09 4.00 3.56
1368 -0.09 -0.12 -0.11
4995 -0.04 -0.14 -0.14
3573 0.18 0.27 0.09
6201 -3.53 -4.01 -3.44
4641 -1.33 -1.27 -1.19
3062 -0.03 1.08 0.59
5567 -0.63 -0.57 -0.62
7142 0.15 0.73 0.52
1220 0.39 0.32 0.37
1976 0.32 0.33 0.26
1766 0.12 0.06 0.12
6500 3.10 2.91 2.94
6053 1.52 1.58 1.49
6092 0.63 -0.14 0.20
1229 -0.47 2.09 1.05
2896 -1.94 -1.54 -1.64
4114 0.87 0.96 0.85
4842 -10.95 -11.42 -11.13
4839 0.31 -0.46 -0.39
  44 -0.26 -0.30 -0.29
 865 -0.22 -0.33 -0.32
5346 -2.19 -1.80 -1.63
1834 -1.34 -0.77 -0.75
6274 0.66 1.26 1.09
 557 -0.09 -0.00 -0.03
5168 -1.85 -1.18 -1.19
4022 -0.26 -0.14 -0.16
3340 0.79 0.70 0.68
3428 -0.44 -0.59 -0.53
2858 -0.26 -0.12 -0.17
2534 0.73 0.52 0.54
4906 -1.07 -0.89 -0.49
2354 -1.40 -1.27 -1.21
2244 0.41 0.27 0.26
3241 0.06 -0.08 -0.07
2556 0.29 0.21 0.25
4785 0.01 0.40 0.59
 568 1.07 -0.38 -0.02
2265 -0.33 -0.28 -0.27
3889 -0.15 0.08 -0.01
6065 0.20 0.66 0.61
3400 -1.43 -1.34 -1.35
4751 -6.68 -7.45 -7.20
 102 -0.06 -0.11 -0.10
  54 0.39 0.36 0.37
6980 -3.46 -3.01 -2.94
1463 -0.45 -0.15 -0.20
2383 -0.68 -0.74 -0.68
2370 0.38 0.25 0.23
4775 -0.26 -0.07 -0.11
4795 -0.75 -1.17 -1.07
2875 0.65 0.39 0.41
4859 -4.46 -2.24 -2.98
  89 -1.30 -0.80 -0.99
2309 2.04 1.90 1.91
1991 2.84 2.58 2.70
4701 0.23 0.57 0.46
 229 -0.20 -0.16 -0.10
2296 0.75 0.75 0.69
5216 1.96 1.82 1.82
4376 2.77 1.49 1.65
 201 0.55 0.30 0.34
3600 0.31 0.20 0.20
2339 -0.46 -0.34 -0.35
1667 1.25 1.32 1.23
6280 -2.32 -1.64 -1.64
4980 -4.51 -4.17 -4.38
6857 0.73 0.54 0.51
 299 1.43 1.17 1.10
  68 -1.91 -1.31 -1.36
1203 -0.42 -0.55 -0.49
4738 -1.04 -0.49 -0.47
3753 0.58 0.91 0.76
3798 -1.18 -1.29 -1.18
  46 -0.18 -0.31 -0.28
4866 1.62 1.49 1.45
1776 -0.15 1.44 0.96
2316 0.09 0.10 0.03
3687 0.18 0.06 0.07
 653 -0.43 -0.68 -0.53
 387 0.14 0.11 0.08
1895 -0.25 -0.34 -0.25
3923 0.16 0.26 0.28
6484 3.17 1.31 1.44
1676 -0.26 -0.36 -0.34
2252 0.28 0.40 0.42
2942 0.68 0.32 0.39
 307 0.69 0.51 0.64
3356 -1.33 -0.85 -0.91
 570 0.66 0.06 0.17
 119 -0.62 -0.55 -0.49
 125 -0.38 -0.22 -0.26
1115 -1.57 -1.45 -1.39
6821 0.84 -0.02 0.02
5219 -0.24 -0.40 -0.38
2152 -0.54 -0.58 -0.64
6456 0.42 1.64 1.13
4923 -1.49 -1.35 -1.28
4218 0.45 0.24 0.13
2657 -0.54 -0.50 -0.48
 705 -1.01 -0.70 -0.62
2334 0.06 0.16 0.11
3008 0.00 0.05 0.13
4433 -0.56 -0.40 -0.39
1785 -0.70 -0.91 -0.86
4748 -0.74 -0.53 -0.53
6604 -2.93 -3.98 -3.92
 726 -0.01 0.11 0.11
2118 0.30 0.30 0.27
3472 -0.25 -0.13 -0.17
5514 -0.08 -0.45 -0.44
4262 1.15 0.78 0.84
1349 0.31 0.16 0.07
4123 0.55 0.58 0.45
5854 0.21 0.29 0.20
3173 -0.31 -0.15 -0.10
1488 0.44 0.38 0.34
4507 0.71 0.29 0.27
1539 0.12 0.20 0.21
2794 0.92 1.01 0.95
3693 -0.06 -0.10 -0.09
5191 -0.08 0.85 0.69
2456 -0.18 -0.91 -0.67
7020 3.11 1.69 2.10
2352 -0.35 -0.40 -0.26
  11 1.96 1.44 1.55
1803 -2.11 -1.16 -1.62
4188 -0.48 -0.52 -0.49
2662 -0.01 0.17 0.15
3562 0.47 0.85 0.72
 660 0.80 0.86 0.80
6436 1.42 1.01 1.01
5983 -0.59 -0.09 -0.16
1370 -0.26 -0.33 -0.29
2906 -0.49 -0.60 -0.59
1564 0.37 0.33 0.36
3731 -0.74 -0.67 -0.72
3755 -0.38 -0.53 -0.48
 780 -0.30 -0.23 -0.23
2086 -0.72 -0.79 -0.74
1099 -0.44 -0.46 -0.44
2148 1.25 0.78 0.87
3845 0.89 0.88 0.80
  84 0.29 0.29 0.32
4624 -0.79 -0.53 -0.58
 617 0.26 0.18 0.18
6138 1.11 0.78 0.80
4587 0.13 0.14 0.19
4669 1.40 1.06 0.94
 846 -0.10 0.48 0.34
 428 0.32 0.22 0.25
5371 0.62 1.12 1.07
6232 0.21 0.25 0.33
2047 -0.49 -0.30 -0.35
3377 0.05 0.31 0.28
2802 1.27 1.02 1.00
5308 -0.86 -0.39 -0.48
4294 -0.42 -1.71 -1.62
2801 1.37 0.84 0.86
4108 -2.64 -2.07 -2.00
6942 -0.14 -0.72 -0.39
1306 -1.98 -1.65 -1.65
3744 0.32 0.05 0.21
2867 -0.71 -0.79 -0.90
1476 0.28 0.61 0.62
4313 0.67 0.44 0.44
6829 0.50 0.11 0.22
4739 -1.97 -1.18 -1.42
1327 1.55 1.06 1.21
2340 -0.53 -0.57 -0.53
  95 -0.43 -0.18 -0.21
5349 0.19 -0.12 -0.06
 965 -1.54 -0.66 -0.88
 415 -0.44 -0.39 -0.37
2191 -0.42 -0.48 -0.50
3495 -0.26 0.04 -0.12
4481 0.81 0.69 0.79
 785 -0.59 -0.09 -0.14
2741 0.07 0.51 0.47
 171 -0.04 -0.01 0.05
7075 13.55 13.02 12.31
5175 -1.11 -1.61 -1.51
2636 -0.69 -0.32 -0.43
5006 0.20 -0.10 -0.00
6507 6.46 7.71 6.62
5129 4.31 3.47 3.56
 334 2.61 2.45 2.35
1001 0.42 0.23 0.28
 520 0.88 0.21 0.28
5222 -0.50 -0.35 -0.38
 645 -0.03 0.21 0.14
  60 -1.27 -1.08 -1.09
1125 -0.01 -0.23 -0.09
5172 -0.68 -0.68 -0.65
4851 -1.03 -1.37 -0.80
  18 -0.30 -0.18 -0.22
5837 0.08 0.28 0.31
6495 0.15 0.13 0.10
6558 -3.81 -3.37 -3.18
1718 0.23 0.26 0.24
5435 0.15 0.29 0.21
6626 -16.68 -20.80 -17.29
4598 1.34 2.69 2.07
2298 0.81 0.62 0.56
2580 -0.13 -0.31 -0.22
 874 -0.53 -0.40 -0.45
 940 -0.36 0.07 -0.07
4399 -0.75 -0.37 -0.38
 117 0.17 0.29 0.24
 572 0.17 0.18 0.18
6468 3.83 2.45 2.46
5526 -1.11 -1.05 -1.04
4756 -1.87 -1.58 -1.66
4223 0.32 0.30 0.34
1554 2.14 2.22 2.09
3262 0.12 0.79 0.68
1420 -1.23 -0.67 -0.79
4309 0.21 -0.02 0.04
2377 0.30 0.17 0.22
6365 -0.91 -0.98 -1.00
4769 0.17 0.20 0.26
 363 -0.86 -0.58 -0.67
6678 -3.33 -1.66 -2.11
3612 -0.26 -0.46 -0.43
5529 -0.32 -0.67 -0.67
4097 0.18 0.27 0.18
 488 0.89 0.26 0.45
5207 2.61 3.57 3.41
  34 -0.04 -0.05 -0.05
5096 0.39 -0.05 0.03
 444 0.13 0.04 0.09
4049 -1.02 -1.00 -1.01
4822 -3.05 -3.25 -3.02
4759 -0.30 -0.44 -0.48
 573 -0.50 -0.53 -0.55
6215 -0.08 0.17 0.26
 862 0.59 0.69 0.61
1116 -0.89 -0.82 -0.82
 297 0.56 0.36 0.38
4052 0.26 0.43 0.38
6369 -2.00 -1.11 -1.43
7194 8.23 13.59 10.59
4689 -4.87 -4.22 -4.22
3571 0.48 0.33 0.41
 963 -0.40 0.08 0.03
1924 -2.25 -1.83 -1.99
 210 0.33 0.28 0.28
1921 0.31 0.32 0.41
2552 -0.57 -0.16 -0.38
3393 1.22 1.55 1.45
3423 0.37 0.26 0.22
5336 0.15 0.39 0.31
  43 0.20 0.39 0.35
6408 1.79 0.85 1.14
1294 1.42 0.80 1.03
4245 0.45 -0.34 -0.14
2057 0.28 0.08 0.11
4127 0.60 0.81 0.63
 988 -0.52 -0.72 -0.69
4161 -0.50 0.21 0.04
1062 -0.28 -0.41 -0.36
 108 0.26 0.25 0.22
7082 -3.63 -1.63 -2.16
 524 -2.29 -0.63 -0.82
3460 -0.42 -0.51 -0.50
2980 -0.25 -0.41 -0.37
3363 1.11 0.80 0.56
 259 0.15 0.19 0.18
6283 1.28 1.54 1.47
1440 -0.10 -0.04 -0.04
1801 -1.91 -1.20 -1.28
2579 -0.07 -0.11 -0.03
5408 -1.71 -0.78 -1.00
1489 0.74 0.76 0.76
4881 -0.42 -0.93 -0.77
7092 2.75 3.84 3.06
4871 -1.33 -1.12 -0.90
1101 -1.88 -1.78 -1.74
4538 0.02 -1.02 -0.74
 465 0.86 0.43 0.44
4029 0.53 1.21 0.96
4157 1.31 1.53 1.28
4868 0.64 0.75 0.50
2078 0.50 0.18 0.29
6519 -0.09 -0.10 -0.16
5830 -0.37 -0.34 -0.44
 948 -0.75 -0.16 -0.15
3199 0.49 0.99 0.71
5875 -0.58 -0.85 -0.80
2542 0.52 0.02 -0.02
4456 0.12 0.01 0.02
6334 -0.55 -0.74 -0.64
5113 0.20 0.39 0.36
4703 0.21 0.20 0.16
 492 0.83 0.70 0.75
5887 -0.85 -0.64 -0.68
3568 0.07 -0.02 -0.05
1625 0.07 0.15 0.10
3110 1.36 1.33 1.13
1377 -0.26 -0.12 -0.15
4652 -1.38 -1.05 -1.01
6405 0.52 0.19 0.36
6541 -2.69 -3.31 -3.30
 186 -0.31 -0.37 -0.37
2489 -0.23 -0.56 -0.44
 153 1.13 0.82 0.79
2678 0.19 0.34 0.22
 235 0.37 0.34 0.35
6039 -0.13 -0.36 -0.34
4915 -0.75 -1.07 -0.95
3143 -0.76 -0.71 -0.72
6853 -0.45 -0.16 -0.22
7210 4.61 4.89 4.43
4661 4.82 4.00 3.94
4535 3.82 3.77 3.55
4525 1.04 0.69 0.74
 831 0.41 0.17 0.19
7094 -0.62 1.09 0.71
1884 -0.99 -1.09 -1.05
4466 -0.37 -0.39 -0.38
4065 5.92 4.42 3.85
5105 -2.19 -1.24 -1.42
6290 2.53 3.01 2.87
2593 0.13 -0.05 -0.10
2216 0.73 0.72 0.66
6802 -0.45 1.03 0.62
4610 3.91 3.39 3.64
5655 -0.29 -0.23 -0.32
1941 -0.01 0.03 0.02
1486 0.88 0.67 0.65
5223 -0.65 -0.86 -0.84
1253 -0.11 -0.11 -0.14
1217 -0.03 -0.25 -0.09
 818 0.71 0.79 0.72
4568 1.89 2.79 2.47
  37 -0.15 0.07 0.04
2719 -1.47 -1.01 -1.07
4101 0.30 0.50 0.51
5920 0.24 -0.01 0.00
7128 4.32 2.22 2.75
1337 -0.65 -0.68 -0.60
4911 0.36 0.97 0.82
4921 -0.41 0.00 0.11
4819 0.95 1.04 0.99
5438 -1.14 -1.58 -1.51
6499 1.71 1.56 1.62
2643 -2.53 -1.21 -1.30
5430 -1.66 -0.25 -0.35
6804 1.10 1.83 1.56
1356 0.57 0.40 0.41
3758 0.17 0.10 0.11
5762 -0.35 -0.73 -0.50
 499 0.29 0.36 0.33
1662 2.40 1.55 1.52
 716 -0.26 -0.18 -0.19
4412 1.53 1.80 1.60
5249 -1.07 -0.86 -0.86
6360 2.21 1.43 1.49
1654 -0.53 -0.59 -0.61
3178 -0.85 -0.79 -0.80
5768 -0.07 0.14 0.12
5259 -0.53 -0.65 -0.64
1656 2.41 1.83 1.93
1389 -0.61 -0.64 -0.58
6842 -0.48 -0.22 -0.28
3445 -0.04 0.15 0.13
5099 1.00 0.57 0.61
4561 5.95 6.33 6.26
4072 0.39 -0.17 -0.08
4608 -1.59 -1.81 -1.84
1308 -0.57 -0.64 -0.69
6292 0.20 0.39 0.19
1553 -3.26 -2.53 -2.79
2317 0.52 0.38 0.27
2674 -1.63 -1.21 -1.22
5124 0.39 0.90 0.69
6707 -0.06 -0.50 -0.40
4646 -0.03 0.37 0.18
4339 0.09 -0.17 -0.14
5057 0.06 0.01 0.03
2080 -0.02 -0.12 -0.13
4463 -0.02 -0.45 -0.34
4937 -0.18 -0.85 -0.81
7025 0.99 0.98 0.84
2263 0.78 0.78 0.69
4580 0.70 -0.00 0.00
2435 0.27 0.27 0.31
   4 0.45 0.74 0.67
5134 -1.77 -1.50 -1.54
6697 -1.01 -0.75 -0.73
2771 0.73 0.45 0.34
1344 0.15 0.18 0.12
2180 0.33 0.23 0.29
 956 -0.09 -0.15 -0.21
4010 -0.20 -0.14 -0.04
6724 -0.07 -0.30 -0.17
4761 0.41 0.28 0.30
4825 0.01 0.51 0.34
3791 -1.18 -1.19 -0.97
5348 -0.35 -0.11 -0.21
 720 -0.38 -0.14 -0.19
6008 -0.22 -1.00 -0.70
5583 1.98 1.79 1.80
3864 -0.97 -0.75 -0.61
 309 0.10 0.23 0.20
5866 -1.34 -1.54 -1.45
 426 -0.10 -0.14 -0.12
 356 -0.99 -0.56 -0.69
1379 -0.40 -0.18 -0.20
4464 0.78 0.35 0.31
1703 1.60 0.88 1.01
3635 -0.38 -0.32 -0.29
4110 -0.53 -0.29 -0.31
3242 2.54 2.12 2.10
4815 -1.76 -1.69 -1.63
3921 -0.34 -0.15 -0.14
2711 -0.07 -0.29 -0.29
5457 -1.73 -1.81 -1.71
2804 0.90 0.96 0.98
5102 -0.35 -0.65 -0.61
3585 0.84 0.51 0.61
3267 0.19 -0.15 0.21
6371 0.56 0.67 0.54
2868 0.04 0.05 0.07
4141 0.01 0.08 0.12
6605 -2.03 -1.24 -1.82
3644 -0.11 -0.27 -0.24
4513 1.06 0.52 0.70
1550 0.48 0.48 0.30
5333 0.20 0.48 0.48
6827 0.63 0.76 0.82
4715 -0.41 -0.29 -0.26
5467 0.50 0.24 0.28
3551 -0.13 -0.21 -0.22
4236 0.09 0.00 0.03
6430 -1.47 -1.47 -1.33
3862 -0.95 -0.44 -0.50
5518 0.51 0.45 0.34
4371 0.85 0.69 0.86
1350 0.08 0.11 0.08
3514 0.14 0.01 0.01
1990 1.45 0.79 1.02
6583 1.63 0.35 0.62
4831 4.28 3.02 3.18
7146 -0.21 0.26 0.32
4389 -0.85 -0.70 -0.67
2862 6.65 8.21 7.55
5661 -5.44 -5.10 -4.95
3265 0.75 0.90 0.85
1034 -1.40 -1.05 -0.95
7031 1.08 1.66 1.20
4187 -0.14 -0.10 -0.10
2959 0.27 0.50 0.42
5634 -1.36 -2.54 -2.35
6964 2.01 3.91 2.98
7176 1.10 0.61 0.67
1820 0.96 0.77 0.82
4782 -0.88 -0.72 -0.69
2021 -0.84 -0.60 -0.52
3834 -1.73 -1.30 -1.28
  64 0.05 0.10 0.10
3313 -0.00 0.02 -0.06
3749 -0.52 -0.13 -0.21
3221 1.57 1.37 1.31
2214 0.54 0.92 0.97
3583 -0.03 -0.17 -0.16
 827 -0.42 -0.64 -0.59
5739 -0.44 -0.23 -0.32
1072 -0.33 0.06 -0.03
6419 -0.64 -0.11 -0.25
 534 -0.39 -0.25 -0.29
4600 -15.17 -13.42 -13.65
6445 0.10 0.40 0.33
5290 0.40 0.36 0.44
5764 0.43 0.14 0.11
4928 0.22 -0.26 -0.05
3743 -0.19 -0.30 -0.27
6451 -1.14 -0.85 -0.95
6004 0.30 -0.50 -0.45
5313 0.48 1.13 0.99
2774 1.30 0.89 1.03
1223 0.69 0.53 0.57
4668 -0.64 -0.48 -0.58
3658 0.76 0.62 0.61
 906 1.12 0.88 0.83
 808 0.20 0.09 0.03
  74 0.14 0.39 0.36
2551 0.13 -0.13 -0.10
2403 -0.17 -0.72 -0.65
3942 -1.65 -1.76 -1.80
2469 0.12 -0.07 0.04
 608 -1.02 -1.06 -0.95
2212 0.80 0.95 0.84
2065 -0.09 -0.16 -0.15
3486 0.30 0.25 0.25
4836 -4.04 -4.75 -4.22
3872 -1.06 -0.52 -0.54
1814 -0.04 -0.20 -0.24
4514 0.06 -0.05 -0.08
 253 -1.84 -1.46 -1.44
1555 0.63 -0.54 -0.27
5080 -2.59 -1.96 -2.02
5009 -1.02 -0.78 -0.89
5072 -3.37 -3.63 -3.47
5934 0.02 -0.11 -0.05
5147 -1.53 -1.06 -1.04
 205 0.78 0.26 0.43
7171 -0.29 -0.24 -0.16
5708 -0.13 -0.49 -0.43
7070 -0.79 -0.92 -1.33
2758 0.31 0.67 0.61
1235 5.46 3.33 3.67
5156 -1.79 -1.40 -1.28
3126 -0.39 0.06 -0.01
4975 -0.19 -0.13 -0.11
2805 6.13 8.98 8.20
3361 0.10 0.15 0.13
7071 -0.65 0.01 -0.22
5094 -0.34 -0.17 -0.21
 559 -0.11 -0.19 -0.19
2997 -0.18 0.01 -0.10
 656 2.00 1.55 1.70
3925 -0.98 -1.74 -1.69
1076 0.31 0.21 0.21
6203 0.67 1.16 0.84
7064 4.66 4.93 4.71
 769 -0.26 -0.02 -0.10
6382 1.86 2.40 2.26
3230 -0.60 -0.97 -0.84
5700 -0.38 -0.26 -0.29
4130 0.42 0.50 0.45
  96 -0.52 -0.30 -0.33
1939 -0.68 -0.79 -0.85
3161 -1.32 -1.24 -1.19
6250 -0.75 -0.38 -0.41
 879 0.25 -0.01 0.01
4098 -0.13 -0.67 -0.69
5082 0.50 0.29 0.32
3162 -0.30 -0.05 -0.11
6932 2.42 1.05 1.71
1416 -0.99 -0.55 -0.57
3789 4.93 3.79 3.20
1195 1.26 1.12 1.14
5733 -0.52 0.18 -0.22
2006 -0.40 -0.59 -0.58
4809 0.10 0.10 0.09
7053 -2.62 -2.41 -2.47
1472 0.04 0.14 0.08
5285 -0.07 -0.07 -0.12
3201 -2.78 -2.36 -2.49
5776 -0.06 0.57 0.50
3537 0.24 0.35 0.38
4436 1.62 1.55 1.60
6494 -0.26 -0.47 -0.37
4382 -0.01 -0.22 -0.14
2393 -0.46 -0.94 -0.85
4539 -0.67 -0.67 -0.56
4169 0.50 0.81 0.72
6636 1.33 0.83 0.84
3957 -0.17 -0.16 -0.09
4762 -0.55 -0.39 -0.39
6410 -1.13 -0.16 -0.51
5848 2.43 0.52 0.93
6157 -0.04 0.10 0.20
3884 0.40 0.35 0.45
2922 -0.87 -0.14 -0.25
2821 -0.28 -0.94 -0.77
2677 -0.68 -0.48 -0.51
2736 0.78 1.66 1.39
2009 0.33 0.20 0.24
6522 -1.17 -1.32 -1.75
2324 0.70 0.73 0.55
4163 -0.64 0.27 0.03
3987 -0.68 0.23 0.01
2813 -0.02 0.55 0.32
3708 -0.12 0.05 0.05
 633 0.57 0.72 0.69
 668 -0.83 -0.74 -0.77
5003 0.36 0.08 0.05
6026 -0.23 -0.24 -0.27
3031 -0.64 -1.00 -0.89
4517 0.40 0.25 0.28
5546 -0.50 -0.79 -0.69
6343 -0.53 -0.15 -0.15
 712 -0.33 -0.22 -0.19
2434 0.04 -0.17 -0.15
6247 -0.32 -0.22 -0.22
6744 0.66 0.40 0.41
7089 0.16 -0.67 -0.68
2844 1.05 0.36 0.50
2773 -2.09 -1.94 -2.04
5977 -1.81 -1.37 -1.20
5935 0.06 0.25 0.16
2056 0.35 0.10 0.19
5810 0.31 0.56 0.47
5986 -1.68 -1.75 -2.01
2874 0.85 0.92 0.80
1066 -0.33 -0.52 -0.50
 685 0.64 0.78 0.70
 760 0.46 0.26 0.24
1097 -0.72 -0.85 -0.76
  80 -0.18 -0.18 -0.18
3222 -1.53 -1.80 -1.63
5691 -0.65 -0.30 -0.33
 421 0.75 0.46 0.56
3378 0.53 0.71 0.72
7164 -1.27 -1.35 -1.34
3706 0.10 0.08 0.06
 147 0.07 0.11 0.02
3703 -0.25 -0.24 -0.25
4551 -1.55 -0.46 -0.89
2183 -0.99 -0.87 -0.85
2218 0.31 0.34 0.28
6144 0.57 0.73 0.70
3589 -0.04 -0.03 -0.07
4064 -1.55 -2.13 -2.23
2973 -0.54 -0.30 -0.29
 996 0.15 -0.22 -0.06
3737 0.28 0.83 0.66
6845 -0.68 -1.03 -0.94
2668 -0.07 -0.12 -0.13
3322 0.99 0.85 0.82
6242 -1.32 -0.83 -0.91
3414 1.66 1.61 1.62
2364 -0.22 -0.36 -0.25
 814 0.78 0.65 0.63
 437 0.43 0.28 0.29
6767 0.99 1.29 1.35
6098 -4.15 -4.30 -4.11
5276 -0.00 -1.57 -1.35
 169 -0.07 -0.06 -0.09
5910 0.04 0.19 0.13
4438 0.51 0.68 0.67
3557 0.29 0.33 0.37
6063 1.01 0.93 0.97
2039 0.16 -0.16 -0.15
1007 0.01 0.44 0.39
4853 0.54 0.90 0.72
5364 3.61 2.02 2.28
1678 -0.62 -0.57 -0.66
4395 1.08 0.77 0.90
6264 0.13 0.07 0.09
2778 -0.99 -2.26 -2.04
1631 1.16 0.91 0.93
2915 -0.25 0.35 0.28
1870 -0.42 -0.30 -0.35
1973 -0.74 -0.57 -0.66
5125 -0.21 -1.32 -0.93
7125 2.02 2.38 2.20
4919 1.50 0.75 0.75
2390 0.69 -0.04 0.02
3332 -0.13 0.17 0.08
1623 0.02 0.35 0.25
4696 0.87 0.51 0.56
1808 -2.03 -1.77 -1.87
4316 -0.63 -0.52 -0.44
3300 1.00 0.98 1.14
2631 -0.60 -0.40 -0.49
7055 3.00 0.90 0.47
 473 -0.05 0.02 -0.00
4134 0.16 0.06 0.08
3512 0.39 0.67 0.54
1712 0.45 0.35 0.28
 737 -0.09 -0.27 -0.24
2728 -0.09 0.04 0.00
4292 2.24 1.79 1.61
3243 -0.15 -0.14 -0.07
4760 -1.70 -1.86 -1.87
 881 -1.33 -1.41 -1.49
2415 0.32 1.46 1.30
2940 -0.05 -0.04 -0.06
 982 0.47 0.58 0.54
2343 0.06 -0.03 0.09
6982 -0.55 0.32 -0.10
6859 0.13 -0.12 -0.10
1725 2.55 1.25 1.57
6385 1.00 1.01 1.10
6689 0.45 0.41 0.46
5251 2.16 1.10 1.21
 204 -0.07 0.46 0.20
5407 -2.51 -2.57 -2.47
1821 -0.25 -0.43 -0.44
3394 1.23 1.33 1.19
1405 -0.74 -0.57 -0.54
6613 -0.82 -0.62 -0.62
 374 -1.07 -1.53 -1.36
5568 -0.45 -0.06 -0.13
2007 0.56 0.45 0.48
1683 -0.24 -0.43 -0.48
4164 -0.92 -0.55 -0.63
4683 -2.31 -1.50 -1.65
2018 -2.16 -2.26 -2.10
5690 0.62 -0.63 -0.61
2838 -0.84 -1.08 -1.05
3747 0.24 0.30 0.33
2408 -0.34 -1.11 -0.89
3634 0.54 0.46 0.32
4489 -1.04 -0.61 -0.78
1580 2.12 1.79 1.42
4027 0.43 0.40 0.36
1951 0.33 -0.03 -0.00
6143 -1.02 0.36 0.02
 934 0.03 -0.09 -0.04
6705 -0.56 -0.41 -0.45
4649 1.00 0.79 0.81
4675 2.35 2.06 2.08
2740 -2.13 -1.67 -1.72
 643 -0.15 0.30 0.17
6051 0.51 0.87 0.69
5303 0.61 0.43 0.47
4325 1.33 0.52 0.68
7109 1.09 1.67 1.63
1271 -0.33 -0.42 -0.31
3913 0.25 0.65 0.49
2727 1.29 1.24 1.29
4423 0.46 0.49 0.51
4344 0.19 0.13 0.15
6437 -0.34 -0.46 -0.45
 799 -0.52 -0.54 -0.53
1497 0.98 0.78 0.70
